Student_Roll_no,Name,Gender,DOB,Father's_Name,Mother's_Name,School_code,English,English_Grade,Mathematics,Mathematics_Grade,Social_Science,Social_Science_Grade,Hindi,Hindi_Grade,Science,Science_Grade
214,Alan Hamilton,Female,27-09-2008,Andrew Brooks,Andrea Chan,5010,10,E2,85,A2,13,E2,25,E1,15,E2
215,Michael Reid,Female,03-08-2009,Daniel Andrade,Judith Young,5010,38,D,30,E1,72,B1,95,A1,24,E1
216,Gregory Gonzalez,Male,11-09-2009,Michael Brown,Jacqueline Lindsey,5010,59,C1,42,C2,49,C2,74,B1,42,C2
217,Kristina Torres,Female,01-03-2008,Andrew Tate,Lynn Robinson,5010,46,C2,68,B2,91,A1,31,D,27,E1
218,Keith Moore,Male,01-11-2009,Richard Bolton,Michelle Jackson,5010,52,C1,34,D,37,D,91,A1,74,B1
219,Karina Lang,Male,10-06-2009,David Shelton,Gina Williams,5010,79,B1,39,D,66,B2,98,A1,53,C1
220,Jared Floyd,Male,15-08-2008,Manuel Guzman,Sherri Durham,5010,16,E2,70,B2,51,C1,91,A1,37,D
221,Charles Davis,Female,05-03-2008,Dennis Rogers,Danielle Garner,5010,11,E2,45,C2,87,A2,83,A2,27,E1
222,Megan Moss,Female,05-12-2009,Trevor Sims,Lauren Hammond,5010,85,A2,97,A1,34,D,30,E1,18,E2
223,Judy Barron,Male,30-10-2009,Alan Casey,Cheyenne Rangel PhD,5010,17,E2,73,B1,36,D,53,C1,29,E1
224,Richard Campbell,Female,05-12-2008,Ryan Murphy,Rhonda Hubbard,5010,87,A2,32,D,20,E2,62,B2,94,A1
225,Sarah Jones,Male,05-06-2009,Joseph Webster,Patricia Montgomery,5010,89,A2,79,B1,37,D,78,B1,55,C1
226,Mark Lowe,Female,15-08-2009,Patrick Taylor,Jennifer Melton,5010,70,B2,57,C1,32,D,85,A2,87,A2
227,Marissa Anderson,Female,15-04-2008,Cody Brown,Christina Weaver,5010,50,C2,79,B1,40,D,58,C1,66,B2
228,Cassandra Garcia,Male,18-02-2008,John Ward,Jade Williams,5010,16,E2,15,E2,15,E2,45,C2,89,A2
229,Daniel Brown,Female,05-11-2009,Mr. Matthew Crawford,Sandra Gentry,5010,40,D,82,A2,34,D,66,B2,38,D
230,Frank Bennett,Female,13-10-2009,Eric Huynh,Jo Tran,5010,42,C2,10,E2,81,A2,86,A2,43,C2
231,Michael Coleman,Male,15-02-2009,Daniel Harding,Kaitlyn Rodgers,5010,56,C1,84,A2,26,E1,10,E2,53,C1
232,Jamie Willis,Male,12-03-2009,Shane Rogers,Jessica Jackson,5010,46,C2,83,A2,58,C1,41,C2,33,D
233,Nathan Everett,Male,20-05-2009,Eric Jones,Brittany Evans,5010,92,A1,80,B1,31,D,15,E2,72,B1
234,Joy Reyes,Female,18-01-2008,Eric Dunn,Jennifer Rodriguez,5010,54,C1,97,A1,30,E1,41,C2,95,A1
235,Kathryn Fox,Female,19-06-2008,Dennis Villanueva,Michelle Williams,5010,72,B1,13,E2,98,A1,46,C2,96,A1
236,Mr. Glenn Foster MD,Male,26-11-2008,Daniel Robinson MD,Jennifer Davis,5010,57,C1,75,B1,75,B1,45,C2,21,E1
237,Dr. Cody Sosa Jr.,Female,10-10-2009,Frank Bartlett,Melanie Green,5010,94,A1,92,A1,11,E2,83,A2,46,C2
238,Kim Harper,Male,03-02-2009,Timothy Diaz,Deborah Warren,5010,44,C2,36,D,46,C2,63,B2,39,D
239,Anthony Holmes,Female,15-08-2009,Nicholas Dunlap,Lisa Hoffman,5010,83,A2,90,A2,87,A2,59,C1,74,B1
240,Lisa Clark,Male,07-06-2009,Sean Nelson,Jessica Hart,5010,66,B2,88,A2,78,B1,23,E1,19,E2
241,Brandon Miller,Female,28-11-2009,Anthony Gardner,Erica Mayer,5010,20,E2,15,E2,19,E2,90,A2,21,E1
242,Thomas Shaw,Female,31-01-2008,Joshua Keller,Jamie Patrick,5010,61,B2,35,D,13,E2,65,B2,85,A2
243,Kelly Moore,Male,26-03-2008,Anthony Armstrong,Jennifer Smith,5010,80,B1,54,C1,47,C2,22,E1,33,D
244,Jason Goodwin,Male,16-12-2009,Austin Myers,Nancy Rivera,5010,86,A2,86,A2,60,C1,80,B1,69,B2
245,Amy Montes,Male,03-01-2008,Michael Morrison,Mrs. Carol Foley,5010,57,C1,16,E2,98,A1,15,E2,53,C1
246,Brian Wheeler,Female,14-02-2009,Chris Jones,Jennifer Freeman,5010,94,A1,78,B1,49,C2,48,C2,39,D
247,Amanda Simon,Male,29-07-2008,William Lewis,Lauren Hancock,5010,51,C1,99,A1,85,A2,63,B2,32,D
248,Kathleen Cain,Male,19-06-2009,James Smith,Sandra Richards,5010,31,D,58,C1,75,B1,93,A1,13,E2
249,Jackie Zuniga,Male,12-03-2008,Todd Carroll,Denise Ramirez,5010,41,C2,45,C2,51,C1,19,E2,96,A1
250,Theresa Davila,Male,22-03-2008,Michael Moore,Samantha Holland,5010,42,C2,72,B1,70,B2,52,C1,61,B2
251,Matthew Mccormick,Male,09-11-2009,Richard Fritz,Mrs. Katherine Fischer MD,5010,44,C2,76,B1,61,B2,14,E2,81,A2
252,Tanya Perkins,Male,21-02-2009,William Roberts,Tracy Lewis,5010,73,B1,60,C1,65,B2,87,A2,16,E2
253,Jeremy Fox,Male,21-09-2008,Matthew Oneill,Nancy Perez,5010,37,D,32,D,77,B1,17,E2,95,A1
254,Alisha Valdez,Female,30-10-2008,Joseph Lopez,Dana Dixon,5010,14,E2,63,B2,20,E2,71,B1,13,E2
255,Robert Arroyo,Male,28-02-2009,Jon Cook,Kathryn Lopez MD,5010,59,C1,84,A2,11,E2,44,C2,19,E2
256,Marc Sullivan,Male,24-07-2008,Matthew Howell,Julie Hunt,5010,38,D,81,A2,37,D,94,A1,78,B1
257,Clifford Gonzalez,Female,10-03-2009,Michael Kim,Jennifer Williams,5010,64,B2,63,B2,51,C1,40,D,19,E2
258,Joseph Young,Male,18-05-2008,Ricardo Gonzalez,Mary Herman,5010,97,A1,87,A2,20,E2,98,A1,90,A2
259,Preston Allen,Male,18-03-2008,Derek Hampton,Tiffany Fernandez,5010,47,C2,50,C2,40,D,38,D,24,E1
260,Jessica Ingram,Female,22-12-2009,Robert Craig,Patricia Armstrong,5010,60,C1,48,C2,36,D,17,E2,72,B1
261,Don White,Male,19-01-2008,Keith Hammond,Sarah Romero,5010,15,E2,38,D,69,B2,83,A2,17,E2
262,Christina Dean,Male,15-10-2008,David Calhoun,Melissa Ellis,5010,43,C2,41,C2,88,A2,36,D,16,E2
263,April Baker,Male,22-03-2009,Robert West,Rebecca Gordon,5010,21,E1,34,D,48,C2,95,A1,92,A1
264,Mr. Matthew Manning,Female,12-04-2008,David Cross,Megan Morgan,5010,78,B1,83,A2,18,E2,92,A1,57,C1
265,James Garcia,Female,29-07-2009,Dylan Bennett,Terri Mooney,5010,58,C1,71,B1,53,C1,67,B2,78,B1
266,Daniel Robinson,Female,20-11-2008,Joseph Young,Anna Sanford MD,5010,51,C1,34,D,41,C2,75,B1,58,C1
267,Lisa Black,Male,14-07-2009,Jonathan Ellis,Jessica Hanson,5010,60,C1,75,B1,39,D,88,A2,51,C1
268,Todd Hines,Female,19-10-2009,Roy Richardson,Cheryl Freeman,5010,17,E2,27,E1,76,B1,57,C1,28,E1
269,Tabitha Hoffman,Female,27-11-2008,Michael Miller,Nichole Wiggins,5010,41,C2,10,E2,19,E2,66,B2,23,E1
270,Tina Johnson,Female,21-07-2009,Joshua Turner,Brittney Matthews,5010,91,A1,96,A1,74,B1,38,D,37,D
271,Joshua Anderson,Male,23-06-2009,Christian Sullivan,Karen Wilson,5010,38,D,97,A1,47,C2,96,A1,64,B2
272,Susan Lucas,Female,21-08-2008,Alexander Larson,Jennifer Johns,5010,33,D,17,E2,41,C2,17,E2,11,E2
273,Ralph Curry,Male,10-03-2009,Scott Reese,Carmen Brown,5010,14,E2,51,C1,38,D,30,E1,93,A1
274,Ashley Tyler,Male,31-03-2008,Wesley Gonzalez,Mary Wilson,5010,25,E1,38,D,47,C2,22,E1,91,A1
275,Margaret Wilson,Male,10-07-2009,Eric Lee,Jessica Gutierrez,5010,31,D,37,D,74,B1,73,B1,37,D
276,Keith Garcia,Female,07-09-2008,Michael Coleman,Olivia Torres,5010,61,B2,24,E1,38,D,77,B1,75,B1
277,Derek Kelly,Female,24-08-2009,Travis Clark,Cynthia Robles,5010,76,B1,88,A2,65,B2,12,E2,96,A1
278,Amanda Jones,Female,14-04-2008,Joshua Mendoza,Danielle Campbell,5010,20,E2,50,C2,39,D,52,C1,16,E2
279,Emily Villanueva,Female,30-04-2008,Martin Reyes,Natalie Flowers,5010,41,C2,31,D,96,A1,18,E2,20,E2
280,Alicia Moore,Female,26-05-2009,Christopher Peterson,Nicole Moore,5010,19,E2,31,D,44,C2,55,C1,75,B1
281,Daniel Mendez,Female,16-07-2008,Brian Hansen,Patricia Price,5010,41,C2,20,E2,99,A1,11,E2,64,B2
282,Tiffany Moore,Male,21-09-2009,Erik Harris MD,Lisa Curry,5010,88,A2,90,A2,57,C1,17,E2,86,A2
283,Eric Huff,Male,15-11-2009,Shane Harrison,Jennifer Walker,5010,58,C1,60,C1,87,A2,33,D,21,E1
284,Victoria Ramirez,Male,08-07-2009,Justin Norman,Mary Figueroa,5010,60,C1,48,C2,63,B2,23,E1,31,D
285,Jessica Boone,Female,04-03-2008,Michael Bright,Bethany Hoffman,5010,75,B1,38,D,92,A1,18,E2,12,E2
286,Kristine Steele,Female,07-01-2008,Kevin Yang,Brianna Gutierrez,5010,40,D,22,E1,92,A1,71,B1,34,D
287,Erica Watson,Male,11-07-2009,Samuel Davis,Michelle Young,5010,78,B1,71,B1,96,A1,67,B2,14,E2
288,Cassandra Brown,Male,27-11-2009,Shawn Wells,Heather Smith,5010,44,C2,91,A1,64,B2,21,E1,54,C1
289,Barbara Huerta,Male,03-08-2009,Scott Graham,Michelle Allen,5010,75,B1,73,B1,85,A2,37,D,52,C1
290,Frank Walker Jr.,Male,12-10-2009,John Young,Katie Griffith,5010,11,E2,65,B2,55,C1,95,A1,36,D
291,Sharon Gordon,Male,01-07-2009,Mitchell Duarte,Doris Baldwin,5010,81,A2,45,C2,97,A1,80,B1,73,B1
292,Melanie Smith,Male,29-05-2009,Scott Alvarez,Beth Velasquez,5010,65,B2,78,B1,39,D,65,B2,31,D
293,Jamie Bailey,Male,05-07-2008,Mark Johnson,Anna Huerta,5010,67,B2,32,D,21,E1,70,B2,95,A1
294,Mark Mccullough,Male,18-03-2009,Brett Bean,Maria Stephens,5010,32,D,95,A1,74,B1,95,A1,64,B2
295,Tammy Clayton,Male,19-12-2009,Darren Grant,Gabriella Mccoy,5010,61,B2,16,E2,30,E1,41,C2,45,C2
296,Brandi Davis,Male,26-10-2008,Joshua Patterson,Tammy Peterson,5010,68,B2,89,A2,14,E2,53,C1,79,B1
297,Ryan Smith,Male,12-06-2008,Mark Carter,Peggy Lawrence,5010,54,C1,50,C2,22,E1,97,A1,55,C1
298,Christine Campbell,Female,04-02-2008,Arthur Carter,Cassandra Rios,5010,92,A1,64,B2,29,E1,83,A2,72,B1
299,Scott Bolton,Male,24-03-2009,Carlos Glover,Victoria Love,5010,57,C1,68,B2,79,B1,24,E1,33,D
300,Mariah Lopez,Male,14-09-2009,David Nelson,Peggy Johnson,5010,69,B2,45,C2,72,B1,39,D,97,A1
301,Jason Clark,Female,19-07-2009,Phillip Hansen,Lisa Mcintosh,5010,96,A1,71,B1,16,E2,35,D,65,B2
302,Rachel Kennedy,Female,25-02-2008,Mitchell Carpenter,Cassandra Baker,5010,49,C2,83,A2,64,B2,27,E1,27,E1
303,Nicole White,Male,18-07-2009,John Hanna,Sarah Hunter,5010,51,C1,63,B2,22,E1,84,A2,34,D
304,Samuel Morales,Male,13-11-2008,Jason Smith,Carrie Villanueva,5010,78,B1,60,C1,66,B2,62,B2,84,A2
305,Dr. Craig Larsen MD,Female,18-02-2009,David Collins,Tammy Lyons,5010,34,D,97,A1,20,E2,69,B2,39,D
306,Joy Wells,Female,06-01-2008,Willie Benton,Vanessa Ramirez,5010,86,A2,99,A1,72,B1,85,A2,25,E1
307,Jose Larson,Female,04-11-2008,Justin Paul,Julie Wheeler,5010,61,B2,63,B2,19,E2,17,E2,66,B2
308,Catherine Green,Male,14-11-2008,Michael Romero,Chelsea Reed,5010,89,A2,56,C1,77,B1,21,E1,38,D
309,Timothy Golden,Male,21-05-2008,James Cooke,Renee Hoover,5010,16,E2,72,B1,33,D,18,E2,91,A1
310,Sean Yang DVM,Male,26-06-2008,Matthew Welch,Caroline Ford,5010,42,C2,44,C2,91,A1,39,D,30,E1
311,Charles Henson,Female,05-01-2008,Wesley Shelton,Veronica Salazar,5010,74,B1,96,A1,37,D,80,B1,30,E1
312,Stephen Haynes,Male,09-07-2008,Christopher Morgan,Victoria Johnson,5010,72,B1,82,A2,48,C2,51,C1,27,E1
313,Terri Lewis,Female,06-08-2009,Derek Myers,Lisa Stewart,5010,63,B2,59,C1,45,C2,11,E2,61,B2
314,Laura Gonzalez,Male,09-11-2008,Jeffrey Walton,Susan Murphy,5010,31,D,62,B2,14,E2,95,A1,89,A2
315,Angela Phelps,Male,16-06-2009,Mark Ramirez,Renee Boyle,5010,19,E2,11,E2,32,D,86,A2,25,E1
316,Jessica Fuller,Male,23-03-2008,Mr. Raymond Morgan,Linda Hill,5010,71,B1,84,A2,50,C2,63,B2,26,E1
317,Shirley Little,Male,05-09-2008,Anthony Diaz,Amber Owens,5010,90,A2,75,B1,33,D,48,C2,51,C1
318,Jacob Cruz,Male,29-05-2008,Bryan Peters,Tammy Roberts,5010,39,D,75,B1,99,A1,21,E1,45,C2
319,Paula Wallace,Female,11-09-2009,Jeffrey Cantrell,Lisa Herrera,5010,60,C1,92,A1,83,A2,82,A2,45,C2
320,Mary Shepherd,Male,29-07-2009,Bryan Rangel,Elizabeth Walker,5010,72,B1,24,E1,53,C1,14,E2,95,A1
321,Elizabeth Meadows,Male,24-04-2008,Joshua Alvarado,Jennifer Valdez,5010,86,A2,62,B2,47,C2,98,A1,45,C2
322,Brittney Higgins,Male,13-05-2009,Douglas Jones,Kayla Morgan,5010,20,E2,66,B2,32,D,81,A2,12,E2
323,Tony Smith,Male,06-09-2009,Scott Lawrence,Michelle Atkins,5010,49,C2,64,B2,69,B2,84,A2,39,D
324,Richard Davidson,Male,14-03-2009,Darryl Hayes,Kim Martin,5010,89,A2,32,D,19,E2,67,B2,57,C1
325,Michele Palmer,Male,06-12-2008,Ryan Nelson,Donna King,5010,26,E1,42,C2,55,C1,48,C2,22,E1
326,Mark Stone,Female,01-04-2009,George Taylor,Lisa Johnson,5010,82,A2,79,B1,85,A2,78,B1,19,E2
327,Sarah Dyer,Female,16-01-2009,Randy Koch,Carrie Summers,5010,54,C1,65,B2,28,E1,40,D,71,B1
328,Tammy Johnson,Male,16-01-2009,Bryan Perez,Leslie Elliott,5010,31,D,54,C1,55,C1,39,D,66,B2
329,John Delacruz,Male,03-02-2008,Jesus Cooper,Angela Holland,5010,24,E1,34,D,33,D,67,B2,43,C2
330,Sherry Chen,Male,25-03-2009,William Martinez,Carrie Meadows,5010,24,E1,90,A2,96,A1,38,D,75,B1
331,Stephen Hansen,Female,29-03-2009,Sean Campos,Wendy Sanchez,5010,48,C2,83,A2,31,D,88,A2,13,E2
332,Stephanie Hill,Female,20-12-2009,Jim Reid,Krystal Rivera,5010,73,B1,63,B2,98,A1,65,B2,81,A2
333,Howard Alexander,Female,12-03-2009,Justin Franklin,Christine Colon,5010,95,A1,14,E2,24,E1,86,A2,92,A1
334,Jacob Miller,Female,13-08-2009,Hunter Garner,Brittany Miranda,5010,93,A1,77,B1,99,A1,38,D,53,C1
335,Christopher Li,Male,03-06-2009,William Howell,Katherine Scott,5010,10,E2,34,D,15,E2,36,D,10,E2
336,Donald Boone,Male,31-03-2009,William Gonzalez,Candace Sutton,5010,46,C2,95,A1,52,C1,49,C2,52,C1
337,Angela Woods,Male,23-05-2009,Jared Flowers,Diana Porter,5010,33,D,79,B1,95,A1,12,E2,82,A2
338,Jeremy Ellis,Female,29-08-2008,Shane Caldwell,Shannon West,5010,61,B2,38,D,71,B1,61,B2,71,B1
339,Robert Taylor,Female,03-07-2008,Ronald Porter,Barbara Wheeler,5010,63,B2,25,E1,78,B1,49,C2,71,B1
340,Cindy Fox,Female,11-05-2008,Robert Jackson,Jessica Walker,5010,86,A2,82,A2,89,A2,40,D,90,A2
341,Alexander Morris,Female,04-11-2009,James Stewart,Denise Scott,5010,73,B1,60,C1,78,B1,15,E2,10,E2
342,Lauren Ryan,Male,25-04-2009,Keith Long,Amber Thomas,5010,46,C2,65,B2,72,B1,18,E2,54,C1
343,Jennifer Sharp,Male,29-02-2008,Matthew Roberson,Leslie Brewer,5010,73,B1,91,A1,12,E2,45,C2,20,E2
344,David Crawford,Male,24-03-2009,Tyler Blake,Kelly Parker,5010,71,B1,26,E1,12,E2,11,E2,76,B1
345,Elizabeth Peterson,Female,09-04-2009,Austin Simpson,Heather Barnett,5010,83,A2,65,B2,92,A1,60,C1,65,B2
346,Traci Johnston,Male,05-03-2008,Daniel Patterson,Katherine Perry,5010,14,E2,55,C1,68,B2,50,C2,58,C1
347,Richard Mendoza,Female,26-06-2009,John Clark,Kelly Williams,5010,78,B1,39,D,90,A2,29,E1,36,D
348,Leslie Robbins,Female,21-04-2009,Joseph Suarez,Ashley Johnson,5010,23,E1,89,A2,35,D,80,B1,95,A1
349,John Smith,Female,02-08-2008,Joshua Anderson,Lisa Moore,5010,80,B1,86,A2,44,C2,26,E1,36,D
350,Roy Ross,Male,06-08-2009,Alexander Jefferson,Michelle Henry,5010,96,A1,50,C2,19,E2,75,B1,84,A2
351,Rose Bartlett,Female,12-02-2008,Michael Robertson,Mary Watson,5010,63,B2,89,A2,87,A2,19,E2,35,D
352,Rachel Ballard,Female,04-12-2008,Jon Good,Jocelyn Gutierrez,5010,40,D,86,A2,74,B1,87,A2,63,B2
353,Joanna Wyatt,Female,04-02-2009,Benjamin Miller,Melissa Edwards,5010,32,D,56,C1,72,B1,86,A2,22,E1
354,Peter Romero,Male,09-05-2009,Brian Reyes,Victoria Lawrence,5010,28,E1,47,C2,54,C1,46,C2,67,B2
355,Joshua Jimenez,Male,01-08-2009,Zachary Bailey,Jill Rodriguez,5010,47,C2,76,B1,36,D,50,C2,98,A1
356,Amy Owens,Male,30-05-2009,David Larson,Erika Chandler,5010,46,C2,72,B1,13,E2,80,B1,16,E2
357,Erica Guzman,Male,01-04-2008,Mr. John Anderson,Tamara Smith,5010,82,A2,25,E1,83,A2,27,E1,89,A2
358,Kristin Potter,Female,14-01-2008,Paul Fisher,Stephanie Walters,5010,22,E1,57,C1,52,C1,53,C1,38,D
359,Rose Burns,Female,12-04-2008,Jeffrey Kelly,Kathryn Clayton,5010,25,E1,30,E1,94,A1,95,A1,34,D
360,Manuel Owens,Male,12-11-2009,Darrell Schmitt,Carol Weeks,5010,73,B1,42,C2,98,A1,69,B2,44,C2
361,Austin Suarez,Female,10-02-2008,Phillip Singh,Dana Smith,5010,24,E1,67,B2,18,E2,87,A2,87,A2
362,Manuel Anderson,Male,01-08-2008,Mark Walton,Denise Frank,5010,92,A1,22,E1,99,A1,96,A1,68,B2
363,Jeff Brown,Female,14-08-2009,Anthony Rodriguez,Kayla Munoz,5010,59,C1,79,B1,33,D,66,B2,78,B1
364,Sara Morales,Male,03-06-2009,Kyle Galvan,Krystal Goodman,5010,33,D,77,B1,24,E1,50,C2,83,A2
365,Dustin Collins,Male,18-08-2009,Colin Henderson,Susan Palmer,5010,50,C2,79,B1,87,A2,83,A2,69,B2
366,Tabitha Jackson,Female,18-08-2008,Andrew Simon,Veronica Madden,5010,23,E1,23,E1,57,C1,75,B1,34,D
367,Michael Atkinson,Female,04-10-2008,Ernest Morales,Cynthia Richardson,5010,73,B1,43,C2,34,D,55,C1,22,E1
368,Barbara Williams DDS,Female,24-10-2009,Alec Miller,Amanda Arnold,5010,96,A1,85,A2,54,C1,69,B2,66,B2
369,Miranda Macias,Male,05-09-2008,Frederick Vega,Marie Peterson,5010,89,A2,53,C1,90,A2,16,E2,61,B2
370,Mary Martinez,Male,22-05-2008,Raymond Gonzalez,Elizabeth Hickman,5010,19,E2,97,A1,23,E1,16,E2,91,A1
371,Joseph Martinez,Female,28-06-2008,Michael Ramsey,Brianna Lopez,5010,17,E2,56,C1,35,D,15,E2,32,D
372,Russell Fitzgerald,Male,05-01-2008,Mr. Frank Henderson MD,Lisa Johnson,5010,87,A2,95,A1,76,B1,38,D,83,A2
373,Rita Gonzalez,Male,16-05-2008,Stephen Moody,Heidi Cruz,5010,60,C1,44,C2,94,A1,51,C1,96,A1
374,Joshua Williams,Female,11-07-2008,Timothy Sims,Pamela Harvey,5010,85,A2,60,C1,18,E2,96,A1,13,E2
375,Wesley Trujillo,Male,18-10-2008,Jacob Martin,Kim Barnes,5010,17,E2,56,C1,31,D,80,B1,11,E2
376,Nathan Morales,Male,28-01-2009,Curtis Turner,Janice Oliver,5010,78,B1,13,E2,16,E2,69,B2,90,A2
377,Taylor Woodard,Female,13-04-2009,Steven Wright,Ms. Jessica Townsend PhD,5010,36,D,64,B2,73,B1,69,B2,20,E2
378,Tracy Bailey,Male,28-01-2009,Ronald Lynch,Whitney Davidson,5010,91,A1,76,B1,41,C2,69,B2,68,B2
379,Brittany Clark,Male,30-12-2009,Jesse Mckinney,Barbara Johnson,5010,43,C2,47,C2,90,A2,13,E2,53,C1
380,Kelsey Pratt,Female,25-02-2008,Michael Atkins,Rebecca Holloway,5010,65,B2,84,A2,44,C2,93,A1,89,A2
381,Rachael Evans,Male,28-10-2008,Jesus Ruiz,Miss Anna Ramirez,5010,31,D,61,B2,75,B1,90,A2,20,E2
382,Ann Dudley,Male,25-05-2009,Ronald Jimenez,Elizabeth Anthony,5010,60,C1,37,D,90,A2,93,A1,53,C1
383,Christopher Klein,Female,15-08-2009,Benjamin Joyce,Megan Phillips,5010,79,B1,48,C2,28,E1,37,D,77,B1
384,Carla Ramos,Female,02-02-2008,Keith Gonzalez,Kristine Vazquez,5010,38,D,67,B2,98,A1,20,E2,93,A1
385,Brittney Smith,Female,20-08-2009,Levi Barrett,Brenda Jackson,5010,60,C1,55,C1,14,E2,38,D,50,C2
386,Dr. Michael Wagner,Male,11-08-2008,Brian Mendoza,Tina Strickland,5010,68,B2,29,E1,61,B2,42,C2,97,A1
387,Christopher Schneider II,Female,21-12-2009,Brandon Reed,Kathryn Boyd,5010,20,E2,94,A1,24,E1,29,E1,89,A2
388,William Cruz,Male,26-11-2009,Michael Johnson,Alyssa Schmidt,5010,16,E2,43,C2,82,A2,53,C1,75,B1
389,Kathy Eaton,Male,19-12-2009,Craig Richardson,Brittany Clark,5010,33,D,79,B1,70,B2,66,B2,24,E1
390,Joseph Conner,Male,14-10-2008,Robert Sanchez,Ashley Conner,5010,50,C2,28,E1,85,A2,90,A2,84,A2
391,Matthew Lewis,Male,05-10-2008,Elijah Crosby,Kathy Hill DDS,5010,45,C2,65,B2,99,A1,59,C1,49,C2
392,Marissa Murphy,Female,16-08-2009,Jerry Jones,Miss Emily Clark,5010,78,B1,79,B1,91,A1,81,A2,34,D
393,Jason Rogers,Male,03-03-2009,Jared Phillips,Andrea Payne,5010,78,B1,81,A2,31,D,45,C2,65,B2
394,Alejandra Oconnell,Male,20-09-2009,Ronald Davis,Alexandra Nixon,5010,11,E2,14,E2,27,E1,50,C2,76,B1
395,Joshua Gaines,Male,06-09-2009,Zachary Hayes,Julie Walter,5010,61,B2,51,C1,66,B2,43,C2,47,C2
396,Nicholas Meadows,Female,08-04-2009,Timothy Montes,Kristina Richmond,5010,46,C2,61,B2,53,C1,22,E1,24,E1
397,Emily Martinez,Female,16-12-2008,Anthony Robinson,Brenda Wilson,5010,73,B1,93,A1,94,A1,78,B1,66,B2
398,Nicolas Williams,Female,07-09-2009,Garrett Williams,Jennifer Jenkins,5010,69,B2,72,B1,39,D,93,A1,21,E1
399,Chloe Chavez,Male,08-05-2008,Jon Castillo,Allison Dalton,5010,47,C2,28,E1,10,E2,59,C1,84,A2
400,Cindy Lawrence,Female,28-07-2008,David Gibson,Stephanie Preston,5010,93,A1,70,B2,12,E2,96,A1,88,A2
401,Marc Mendoza,Male,02-08-2008,Gerald Schmitt,Mrs. Rachael Watson,5010,15,E2,70,B2,78,B1,13,E2,12,E2
402,Ann Mccormick,Male,06-05-2008,Patrick Hall,Angel Browning,5010,81,A2,27,E1,36,D,47,C2,39,D
403,Brian Rubio,Male,15-02-2009,Paul Guerra,Brenda Aguilar,5010,96,A1,49,C2,33,D,18,E2,61,B2
404,Daniel Hernandez,Female,08-03-2008,Jesus Dudley,Tamara Solis,5010,19,E2,17,E2,41,C2,11,E2,59,C1
405,Kimberly Brooks,Male,24-07-2008,Adrian Taylor,Donna Morgan,5010,75,B1,33,D,51,C1,27,E1,96,A1
406,Amy Young,Female,06-07-2008,Andrew Mitchell,Kristin Porter,5010,33,D,25,E1,40,D,57,C1,39,D
407,Jamie Smith,Male,16-12-2008,Gregory Miller,Michelle Aguilar,5010,59,C1,70,B2,71,B1,35,D,23,E1
408,Miranda Kaufman,Female,02-02-2009,Robert Bell,Rita Ramirez,5010,57,C1,70,B2,52,C1,46,C2,54,C1
409,Karen Roberts,Male,25-07-2009,Dr. William Howe Jr.,Crystal Allen,5010,60,C1,96,A1,20,E2,71,B1,19,E2
410,Xavier White,Female,12-07-2008,Casey Johnson,Kelsey Mann,5010,23,E1,66,B2,17,E2,77,B1,26,E1
411,Grant Harding,Female,10-05-2009,Michael Holmes,Heather Berry,5010,39,D,70,B2,52,C1,50,C2,90,A2
412,Megan Russell,Female,04-03-2009,Darrell Willis,Courtney Cooper,5010,84,A2,51,C1,84,A2,91,A1,18,E2
413,Michael Martin,Female,07-01-2008,Juan Brown,Janet Jones,5010,26,E1,84,A2,75,B1,79,B1,51,C1
414,Elizabeth Wallace,Female,20-09-2009,Leslie Porter,Christina Nichols,5010,13,E2,68,B2,12,E2,96,A1,52,C1
415,Jordan Freeman,Male,27-05-2008,Steven Oconnell,Sheryl Caldwell,5010,81,A2,30,E1,21,E1,20,E2,61,B2
416,Lisa Baldwin,Female,16-01-2008,Mr. Jeremiah Chapman,Julie Dunn,5010,35,D,87,A2,93,A1,50,C2,99,A1
417,Joseph Fritz,Female,03-11-2008,Antonio Smith,Catherine Madden,5010,83,A2,79,B1,19,E2,59,C1,51,C1
418,Matthew Lucas,Male,02-03-2008,Kevin Pierce,Monica Smith,5010,34,D,14,E2,35,D,62,B2,53,C1
419,Alison Mendoza,Male,18-12-2009,Kevin Dixon,Heather Hansen,5010,40,D,23,E1,34,D,94,A1,91,A1
420,Stephanie Hobbs,Male,17-09-2008,Sean Morgan,Brandi Griffith,5010,34,D,20,E2,55,C1,37,D,57,C1
421,Christopher Wilson,Male,15-05-2008,Connor Allison,Dana Craig,5010,75,B1,54,C1,97,A1,39,D,21,E1
422,Jason Burton,Male,15-07-2008,Robert Elliott,Sarah Turner,5010,87,A2,29,E1,49,C2,84,A2,49,C2
423,Angel Watkins,Female,09-07-2008,Craig Hamilton,Brandy Davis,5010,40,D,10,E2,18,E2,15,E2,33,D
424,Michael Johnson,Male,23-08-2008,Jeffrey Miller,Alyssa Fleming,5010,56,C1,17,E2,94,A1,99,A1,10,E2
425,Stephen Rodriguez,Female,08-05-2008,Michael King,Janice Le,5010,77,B1,52,C1,88,A2,68,B2,99,A1
426,David Harris,Male,03-12-2009,Alan Jones,Tiffany Hayes,5010,45,C2,49,C2,54,C1,62,B2,11,E2
